theme_term,synonym,theme_name,context,Framework
organic,organic matter,soil health,programs with soil conservation and organic matter management provides better incentives,IFDC-FSHA.pdf
organic,conservation,input reduction,programs with soil conservation and organic matter management provides better incentives,IFDC-FSHA.pdf
organic matter,organic,recycling,programs with soil conservation and organic matter management provides better incentives for,IFDC-FSHA.pdf
organic matter,conservation,input reduction,programs with soil conservation and organic matter management provides better incentives for,IFDC-FSHA.pdf
practices,practices,connectivity,on the impact of farmer practices on soil health properties should,IFDC-FSHA.pdf
practices,soil health,soil health,on the impact of farmer practices on soil health properties should,IFDC-FSHA.pdf
practices,soil health,soil health,on the impact of farmer practices on soil health properties should,IFDC-FSHA.pdf
practices,practices,input reduction,on the impact of farmer practices on soil health properties should,IFDC-FSHA.pdf
soil health,practices,connectivity,impact of farmer practices on soil health properties should be collected and,IFDC-FSHA.pdf
soil health,practices,input reduction,impact of farmer practices on soil health properties should be collected and,IFDC-FSHA.pdf
soil health,ecosystem,synergy,also need reliable estimates of soil health benefits on environmental outcomes and,IFDC-FSHA.pdf
ecosystem,soil health,soil health,benefits on environmental outcomes and ecosystem services including the benefits of,IFDC-FSHA.pdf
practices,practices,connectivity,a vehicle for promoting complementary practices aiming at enhanced fertilizer use,IFDC-FSHA.pdf
practices,practices,input reduction,a vehicle for promoting complementary practices aiming at enhanced fertilizer use,IFDC-FSHA.pdf
knowledge,knowledge,connectivity,the scientific evidence and expert knowledge in this paper proves that,IFDC-FSHA.pdf
knowledge,knowledge,co-creation of knowledge,the scientific evidence and expert knowledge in this paper proves that,IFDC-FSHA.pdf
practices,practices,connectivity,measures such as good agronomic practices improved seeds and other amendments,IFDC-FSHA.pdf
practices,practices,input reduction,measures such as good agronomic practices improved seeds and other amendments,IFDC-FSHA.pdf
efficiency,efficiency,input reduction,soils 2 both the agronomic efficiency of fertilizer and the efficiency,IFDC-FSHA.pdf
efficiency,water,recycling,efficiency of fertilizer and the efficiency of water use are higher,IFDC-FSHA.pdf
efficiency,healthy,social values and diets,efficiency of fertilizer and the efficiency of water use are higher,IFDC-FSHA.pdf
efficiency,efficiency,input reduction,efficiency of fertilizer and the efficiency of water use are higher,IFDC-FSHA.pdf
water,healthy,social values and diets,fertilizer and the efficiency of water use are higher healthy soils,IFDC-FSHA.pdf
water,efficiency,input reduction,fertilizer and the efficiency of water use are higher healthy soils,IFDC-FSHA.pdf
healthy,water,recycling,of water use are higher healthy soils produce more with less,IFDC-FSHA.pdf
healthy,efficiency,input reduction,of water use are higher healthy soils produce more with less,IFDC-FSHA.pdf
labor,labor,connectivity,investments in agro inputs and labor the availability of sufficient micronutrients,IFDC-FSHA.pdf
labor,labor,fairness,investments in agro inputs and labor the availability of sufficient micronutrients,IFDC-FSHA.pdf
efficiency,soil health,soil health,can further increase the agronomic efficiency of fertilizer building soil health,IFDC-FSHA.pdf
soil health,organic,recycling,agronomic efficiency of fertilizer building soil health is impossible without fertilizer organic,IFDC-FSHA.pdf
soil health,organic matter,soil health,agronomic efficiency of fertilizer building soil health is impossible without fertilizer organic,IFDC-FSHA.pdf
soil health,efficiency,input reduction,agronomic efficiency of fertilizer building soil health is impossible without fertilizer organic,IFDC-FSHA.pdf
organic,organic matter,soil health,health is impossible without fertilizer organic matter or manure produced elsewhere,IFDC-FSHA.pdf
organic,manure,soil health,health is impossible without fertilizer organic matter or manure produced elsewhere,IFDC-FSHA.pdf
organic,biomass,recycling,health is impossible without fertilizer organic matter or manure produced elsewhere,IFDC-FSHA.pdf
organic,soil health,soil health,health is impossible without fertilizer organic matter or manure produced elsewhere,IFDC-FSHA.pdf
organic matter,manure,soil health,health is impossible without fertilizer organic matter or manure produced elsewhere biomass,IFDC-FSHA.pdf
organic matter,biomass,recycling,health is impossible without fertilizer organic matter or manure produced elsewhere biomass,IFDC-FSHA.pdf
organic matter,transfer,co-creation of knowledge,health is impossible without fertilizer organic matter or manure produced elsewhere biomass,IFDC-FSHA.pdf
organic matter,organic,recycling,health is impossible without fertilizer organic matter or manure produced elsewhere biomass,IFDC-FSHA.pdf
organic matter,soil health,soil health,health is impossible without fertilizer organic matter or manure produced elsewhere biomass,IFDC-FSHA.pdf
manure,biomass,recycling,without fertilizer organic matter or manure produced elsewhere biomass transfer provides,IFDC-FSHA.pdf
manure,transfer,co-creation of knowledge,without fertilizer organic matter or manure produced elsewhere biomass transfer provides,IFDC-FSHA.pdf
manure,organic matter,soil health,without fertilizer organic matter or manure produced elsewhere biomass transfer provides,IFDC-FSHA.pdf
manure,organic,recycling,without fertilizer organic matter or manure produced elsewhere biomass transfer provides,IFDC-FSHA.pdf
biomass,transfer,co-creation of knowledge,matter or manure produced elsewhere biomass transfer provides only a fraction,IFDC-FSHA.pdf
biomass,manure,soil health,matter or manure produced elsewhere biomass transfer provides only a fraction,IFDC-FSHA.pdf
biomass,organic matter,soil health,matter or manure produced elsewhere biomass transfer provides only a fraction,IFDC-FSHA.pdf
biomass,organic,recycling,matter or manure produced elsewhere biomass transfer provides only a fraction,IFDC-FSHA.pdf
transfer,biomass,recycling,or manure produced elsewhere biomass transfer provides only a fraction 10,IFDC-FSHA.pdf
transfer,manure,soil health,or manure produced elsewhere biomass transfer provides only a fraction 10,IFDC-FSHA.pdf
transfer,organic matter,soil health,or manure produced elsewhere biomass transfer provides only a fraction 10,IFDC-FSHA.pdf
organic,organic matter,soil health,sequestered while destruction of soil organic matter through deforestation land clearing,IFDC-FSHA.pdf
organic matter,organic,recycling,sequestered while destruction of soil organic matter through deforestation land clearing or,IFDC-FSHA.pdf
soil health,practices,input reduction,in engaging smallholder farmers in soil health restoring practices is the large,IFDC-FSHA.pdf
soil health,practices,connectivity,in engaging smallholder farmers in soil health restoring practices is the large,IFDC-FSHA.pdf
practices,practices,connectivity,farmers in soil health restoring practices is the large amount of,IFDC-FSHA.pdf
practices,soil health,soil health,farmers in soil health restoring practices is the large amount of,IFDC-FSHA.pdf
practices,practices,input reduction,farmers in soil health restoring practices is the large amount of,IFDC-FSHA.pdf
practices,soil health,soil health,farmers in soil health restoring practices is the large amount of,IFDC-FSHA.pdf
practices,practices,connectivity,of time required by such practices to deliver benefits that are,IFDC-FSHA.pdf
practices,practices,input reduction,of time required by such practices to deliver benefits that are,IFDC-FSHA.pdf
conditions,conditions,connectivity,with soc status current soc conditions under smallholder farming conditions are,IFDC-FSHA.pdf
conditions,conditions,connectivity,soc conditions under smallholder farming conditions are highly variable and affected,IFDC-FSHA.pdf
practices,practices,connectivity,past crop and soil management practices influenced by farmer typology although,IFDC-FSHA.pdf
practices,practices,input reduction,past crop and soil management practices influenced by farmer typology although,IFDC-FSHA.pdf
organic,organic matter,soil health,soil and increased inputs of organic matter for farmers to be,IFDC-FSHA.pdf
organic matter,organic,recycling,soil and increased inputs of organic matter for farmers to be rewarded,IFDC-FSHA.pdf
